venue	tags
v35101	['nan']
v35166	['italian', 'italian food', 'pizza']
v35216	['nan']
v35244	['nan']
v35260	['art', 'bagels', 'benches', 'black cat espresso', 'brownies', 'clean spoons', 'coffee', 'cookies', 'friendly employees', 'friendly staff', 'handmade furniture', 'intelligentsia coffee', 'national geographic magazines', 'owner-operator', 'photos of people smoking while cycling', 'sandwiches', 'tables', 'wifi']
v35263	['Craft 2', 'Fast-Casual', 'Mexican', 'Mexican Gumbo', 'burritos', 'guacamole', 'nachos', 'quesadillas', 'queso', 'tacos']
v35326	['eclectic music', 'espresso drinks', 'single origin coffee beans', 'thor house blend pour over']
v35350	['bar', 'burgers', 'deli', ' corned beef', ' pickles', ' knishes', 'delicatessen', 'food', 'kosher', 'latkes', 'matzoh ball soup', 'restaurant']
v35435	['awesome', 'japanese', 'restaurant', 'robataya']
v35464	['nan']
v35522	['cheap food', 'fresh', 'mediterranean', 'panini', 'sandwiches']
v35534	['mongolian grill', 'salad bar']
v35563	['gramercy', 'happy hour', 'sake', 'social dining', 'sushi']
v35623	['nan']
v35753	['delivery', 'thai']
v35812	['nan']
v35833	['anthony bourdain', 'best thing i ever ate', 'featured on diners', ' drive-ins and dives', 'food network', 'guy fieri', 'made to order', 'sliders', 'travel channel']
v35862	['art projects', 'babies', 'coffee', 'cookies', 'salad & sandwiches']
v35863	['nan']
v35866	['nan']
v35894	['bravo', 'garlic knots', 'pasta', 'pizza', 'salads']
v35908	['bar', 'food', 'restaurant', 'special', 'thai food']
v35921	['$2.50 luncheon']
v35942	['coffee', 'donut shop', 'donuts', 'dunkin donuts']
v35946	['bagels', 'breakfast', 'chips', 'coffee', 'drinks', 'sandwiches']
v35947	['burgers', 'coke', 'fast food', 'fries']
v35966	['fried chicken', 'japan', 'wings']
v36039	['coffee', 'tea']
v36092	['bakery', 'cake', 'cupcakes', 'tasty treats']
v36314	['cheesebuger']
v36389	[' gossip girl', ' playground', ' socialite', 'bomboloni', 'bread', 'douchebag', 'pizza', 'sandwiches']
v36421	['nan']
v36438	[' dinner', 'food']
v36462	['asian', 'chinese', 'spotted rihanna!!', 'zagat', 'zagat-rated']
v36580	['kabab']
v36650	['salad bar', 'udon']
v36707	['nan']
v36718	['nan']
v36767	['nan']
v36929	['zagat-rated']
v37053	['nan']
v37109	['pasta', 'pizza']
v37168	['coffee']
v37238	['airport', 'red velvet cake']
v37263	['breakfast', 'burger', 'delivery', 'dinner', 'healthy', 'low calorie', 'lunch', 'salad', 'smoothie', 'wrap']
v37273	['brooklyn', 'coffee', 'douchebag', 'douchebags', 'espresso', 'free wi-fi', 'gossip girl', 'pastry', 'socialite', 'starbucks', 'wifi']
v37276	['coffee', 'not-starbucks', 'whole-bean']
v37315	['british crisps', ' chocolates', ' teabags etc', 'brooklyn', 'douchebags', 'fish and chips', 'rugby', 'top chef', 'try the fried twinkies', ' better than expected']
v37331	['greek']
v37379	['african', 'american', 'black', 'book', 'books', 'bookstore', 'cafe', 'latino', 'reading']
v37455	['brooklyn heights', 'falafel', 'good food', 'nice people', 'snacks']
v37467	['nan']
v37480	['fast food', 'french fries']
v37586	"[""Bloomin' Onion"", 'Outback', 'Restaurant', 'Steakhouse']"
v37641	['brooklyn', 'pizza']
v37687	['nan']
v37697	['chinese', 'loud', 'lunch specials', 'take-out']
v37842	['burgers', 'kobe beef']
v37855	['nymag']
v37883	['open 24 hours', 'sandwiches']
v37891	['nan']
v37906	['coffee', 'deli', 'sandwich']
v37911	['nan']
v37983	['bolt', 'coffee', 'la colombe', 'surfing']
v37990	['falafel', 'hummus', 'kosher', 'laffa', 'schnitzel', 'shwarma', 'sushi']
v38021	['bar', 'date', 'fine dining', 'great views', 'italian', 'michelin star', 'nymag', 'restaurant', 'time warner center', 'where to eat', 'zagat', 'zagat rated']
v38064	['crepes', 'great coffee', 'nutella', 'panini']
v38137	['andy cohen', 'bar', 'bravo', 'fish', 'lobster roll', 'oysters', 'patio', 'seafood', 'zagat-rated']
v38140	['nan']
v38209	['24 hour', '24 hour delivery', 'greek diner']
v38304	['bathroom', 'coffee']
v38343	['#great owner...tamir', 'all you can drink', 'aycd', 'bar', 'brunch', 'burgers and beer', 'happy hour', 'no tamir = wackness', 'this place blows since tamir left!', 'toast']
v38353	['cocktails']
v38408	['asian', 'banh mi', 'cheap pho', 'pho', 'vietnamese', 'zagat-rated']
v38428	['chicken', 'pizza']
v38551	['zagat-rated']
v38603	['organic', 'organic food']
v38612	['nan']
v38624	['booze cruise', 'food specials', 'frats', 'pitchers', 'sorority']
v38631	['did this.. had brunch', ' its a cool place to relax in']
v38668	['mexican']
v38670	['frozen yogurt', 'pinkberry']
v38689	['beer', 'brooklyn bar restaurant', 'brunch', 'cocktail', 'cocktails', 'food', 'vegetarian friendly', 'wine', 'wine bar']
v38693	['japanese', 'pan-asian', 'sushi']
v38752	['nan']
v38753	['polish food', 'very special perogies']
v38775	['nan']
v38916	['atm', 'catering', 'deli', 'heroes', 'hot food', 'mozzarella', 'pasta']
v38920	['nan']
v38929	['spinach fettuccine verde']
v38932	['gourmet coffee', ' tea', ' sandwiches', ' salads', ' open mic']
v39072	['nan']
v39104	['italian', 'little italy']
v39120	['burritos', 'guacamole', 'tacos', 'tourists']
v39230	['coffee']
v39242	['ace hotel', 'cappuccino', 'coffee', 'cold-brewed iced coffee', 'espresso', 'french press', 'good_mark', 'hipsters', 'holiday hero', 'holiday hero hotspots', 'hotel', 'mast brothers chocolate mocha', 'merchandise', 'natty staff', 'portland smell', 'pretzels', 'radioshack', 'stumptown', 'travertine floors', 'trendy', 'walnut bar']
v39253	['flatbread', 'food', 'fruit', 'smoothies']
v39261	['barista', 'cafe', 'coffee', 'cupcake', 'cupcakes', 'tea']
v39321	['fries', 'hamburgers', 'milkshakes']
v39324	['indian', 'prixe fixe', 'restaurant']
v39364	['indian']
v39375	['food', 'malaysian']
v39416	['bar', 'biscuits and gravy', 'brunch', 'burger', 'great arugula salad']
v39530	['indian']
v39815	['breakfast', 'coffee', 'lunch', 'oatmeal', 'restaurant', 'salad', 'soup']
v39832	['brunch', 'food', 'italian', 'park slope', 'prix fixe', 'restaurant']
v40088	['burgers', 'steak', 'wine']
v40144	['chinese', 'dim sum']
v40177	['puerto rican']
v40228	['nan']
v40283	['pizza', 'playgrounds', 'zagat-rated']
v40348	"['barbeque', 'bbq', 'bon appetit magazine', 'bravo', 'gossip girl', ""nick and stef's steakhouse"", 'socialite', 'top chef', 'zagat', 'zagat-rated']"
v40353	['kalbi', 'korean', 'tofu']
v40886	['coffee', 'sandwiches', 'starbucks']
v41065	['24-hour', 'restaurant']
v41096	['coffee', 'douchbags', 'melky', 'starbucks']
v41122	['nan']
v41127	['pizza']
v41141	['barista', 'chain', 'chelsea', 'coffee', 'espresso', 'frappuccino', 'latte', 'manhattan', 'seating', 'starbucks', 'starbucks coffee']
v41272	['nan']
v41375	['nan']
v41475	['pizza']
v41522	['brunch', 'fondue', 'french bistro', 'french toast', 'frites', 'mussels', 'omelets', 'salads']
v41537	['coffee']
v41560	['pasta', 'pizza', 'socialite']
v41591	['momos', 'nepalese']
v41639	['nan']
v41704	['michelin star']
v41839	['baklava', 'falafel', 'hummus', 'israeli food', 'kosher', 'shakshuka']
v41930	['nan']
v41961	['bravo', 'gossip girl', 'pizza']
v42059	[' acai', ' acai bowls', ' cooler cleanse', ' juice cleanse', ' kale', ' mangosteen', ' raw food', ' salads', ' sandwiches', ' smoothies', ' soups', ' vegan', ' vegetarian', 'juice']
v42088	"['cafe', ""cute cafe | c'c |"", 'tiny friendly cafe']"
v42095	['nan']
v42300	['nan']
v42406	['sandwich', 'soup']
v42535	['free coffee', 'organic', 'organic food']
v42655	['24 hours', 'diner', 'food', 'restaurant']
v42701	[' coffee', ' comfort food', ' dessert', ' sandwiches', 'brunch', 'cuban', 'soup']
v42705	['coffee']
v42706	['coffee', 'photobooth', 'starbucks']
v42719	['belgian beers', 'french bistro']
v42725	['beef wellington wednesdays', 'brunch', 'captain daniel', 'financial district', 'french toast', 'heaven', 'masters of the universe', 'poverty', 'restaurant', 'timeoutny', 'wall street happy hour', 'wedding proposal']
v42728	"['carbonara', 'cheese', 'cheeseburger mac', 'four cheese', 'lobsta mac', ""ma'shroom mac"", 'mac & cheese', 'mac quack', 'mac reuben', 'mac stronganoff', 'margarita mac', 'mayan chipotle', 'primavera', 'take out', 'the classic', 'vegetarian friendly']"
v42775	['burgers', 'happy hour', 'lincoln center', 'lunch', 'steaks', 'wine']
v42945	['bakery', 'coffee', 'cupcakes', 'hot cocoa']
v43005	['nan']
v43052	['burrito', 'lunch']
v43164	['bagels', 'bakery', 'coffee', 'dessert', 'salad bar']
v43192	['asian fusion', 'cocktails', 'pho', 'sandwich', 'vegan-friendly', 'vietnamese']
v43225	['sushi']
v43226	['brunch', 'healthy', 'organic', 'prix fixe']
v43333	['nan']
v43357	['zagat-rated']
v43372	['nan']
v43432	['nan']
v43453	['nan']
v43469	['nan']
v43480	['bathroom', 'fast food']
v43579	['baked goods', 'best sandwich in ny', 'saltie sandwiches', 'sandwiches']
v43617	['dumplings', 'tea', 'tibet']
v43795	['buy 10 coffees get 1 free', 'cash only', 'cat friendly', 'dog friendly', 'friendly service', 'great coffee', 'latte art']
v43817	['healthy', 'smoothies']
v43824	['burger joint', 'restaurant']
v43865	['nan']
v43879	['nan']
v44065	['starbucks']
v44078	['bone marrow', 'burgers', 'cobble hill', 'cocktails', 'gastropub', 'kitchen open late', 'whiskey', 'wilkensons', 'wilkinsons doughnuts']
v44116	['nan']
v44146	['steak', 'zagat-rated']
v44155	['coffee', 'starbucks']
v44169	['burgers', 'gossipgirl']
v44192	['crepe', 'crepes', 'cr¨ºperie', 'cr¨ºpes', 'delicious']
v44217	['nan']
v44321	['cheese', 'italian imports', 'meat', 'meat pies', 'pasta', 'rice balls']
v44325	['pizzeria']
v44353	['barista', 'coffee', 'douchbags', 'starbucks']
v44437	['diner']
v44441	['nan']
v44495	['nan']
v44499	['beer', 'cafe', 'great fresh cobb salad', ' quality ingredients', 'swedish', 'wifi']
v44588	['deli']
v44620	['nan']
v44639	['zeppole']
v44752	['nan']
v44778	['nan']
v44818	['nan']
v44846	['nan']
v44899	[' pastry', 'coffee', 'croissants', 'cupcake']
v44907	['pasta', 'pizza', 'weekend brunch']
v44919	['wine']
v44956	['churrasco', 'cuban', 'empanadas', 'gnocchi', 'italian', 'lasagna', 'mojito', 'risoto']
v45067	"[""'puma social hot spot'"", 'karaoke', 'starbucks']"
v45155	['eggplant', 'falafel', 'food', 'fresh orange juice', 'hummus', 'salad', 'vegetarian']
v45167	['nan']
v45248	['deli', 'grocery']
v45302	['cash only']
v45321	['byob', 'sake', 'sushi']
v45373	['wifi']
v45393	['coffee', 'coffee shop', 'oatmeal', 'starbucks']
v45403	['bisque', 'blueberry coffee cake', 'blueberry cookies', 'chowder', 'clam chowder', 'crab', 'crab claws', 'fresh seafood', 'lobster', 'lobster rolls', 'lobster tails', 'lunch spot', 'maine root', 'perfect buns', 'shrimp', 'zagat-rated']
v45448	['boat', 'bravo', 'brooklyn', 'cupcake', 'dessert', 'desserts', 'douche bag', 'gossip girl', ' douchebags', 'ice cream', 'zagat-rated']
v45712	['pizza']
v45828	['nan']
v45831	['coffee', 'nyu']
v45847	['nan']
v45896	['diner']
v45909	['coffee', 'frat boy', 'movies']
v45911	['bbq', 'hawaiian bbq']
v45918	['nan']
v46034	['nan']
v46179	['coffee', 'douchebag']
v46321	['nan']
v46349	['bon appetit mag', 'bon appetit magazine', 'brooklyn', 'douchebag', 'gossip girl', 'park', 'pizza', 'socialite']
v46684	[' douchebag', 'coffee shop', 'socialite', 'starbucks']
v46729	['airport', 'cinema', 'coffee', 'dog run', 'gym', 'photobooth', 'pizza', 'starbucks', 'time out']
v46736	['25th anniversary specials', 'authentic neighborhood landmark', 'bananna fritters', 'byob', 'chicken tikka masala', 'delicious indian food', 'family operated', 'fresh baked naan bread', 'live music', 'mango lassi', 'rustic underground hotspot', 'samosas', 'sitar & tabla', 'tandoori clay oven']
v46763	['nan']
v46904	['seafood']
v46923	['zagat-rated']
v46936	['nan']
v47026	['bakery', 'biscotti', 'coffee', 'delicious', 'italian']
v47030	['nan']
v47056	['peruvian']
v47159	['24 hours', 'bagels', 'sandwiches']
v47196	['breakfast', 'burger', 'delivery', 'dinner', 'fast food', 'healthy', 'low calorie', 'lunch', 'salad', 'smoothie', 'wrap']
v47236	['thai']
v47247	['nan']
v47339	['coffee']
v47381	['chinese food', 'upscale chinese restaurant']
v47404	['nan']
v47405	['cappuccino', 'coffee', 'espresso', 'hot chocolate', 'tasty', 'tea', 'treats', 'yummy']
v47520	['nan']
v47540	['baguette', 'bakery', 'bread', 'breakfast', 'brunch', 'cafe', 'coffee', 'lunch', 'organic', 'pastries', 'retail', 'salads', 'vegan', 'vegetarian']
v47569	[' bakery', ' dessert', 'all day breakfast', 'arem - arem', 'brunch', 'cheeseburger spring rolls', 'cupcake', 'great breakfast', 'happy hour', 'ice cream', 'mac-n-cheese', 'meatloaf', 'minibar', 'parang', 'pear bellini', 'private event space', 'quiche', 'sparkling sangria', 'the courtyard', 'tuna tartare', 'zen martini']
v48994	[' douchebag', 'coffee', 'coffee shop', 'socialite', 'starbucks']
v49075	['nan']
v49111	['gyoza', 'ramen']
v49178	['brooklyn museum', 'coffee', 'cupcakes', 'douchebag', ' brooklyn', ' gossip girl', ' socialite', 'movies', 'photobooth', 'zagat-rated']
v49200	['great meals at a good price']
v49254	['Craft 2', 'Fast-Casual', 'Mexican', 'Mexican Gumbo', 'burritos', 'guacamole', 'huge portions', 'mexican', 'nachos', 'quesadillas', 'queso', 'tacos']
v49340	['coffee', 'latte']
v49484	['nan']
v49621	['cupcake', 'cupcakes', 'desserts']
v49624	['nan']
v49727	['nan']
v49736	['coffee', 'starbucks']
v49766	['nan']
v49870	['michelin star']
v49886	['don peppe', 'family style']
v50167	['cafe', 'candy', 'chocolate', 'chocolate almond croissant', 'chocolatier', 'cocoa', 'coffee shop', 'factory', 'hot chocolate', 'ice cream']
v50168	['byob', 'cuban food', 'jersey', 'zagat-rated']
v50257	['nan']
v50314	['burgers', 'chipotle mayo', 'fries', 'late night', 'lucky sauce', 'onion rings']
v50547	['nan']
v50603	['$10', 'awesome', 'bland', 'fajaitas', 'fajitas', 'frozen', 'guacamole', 'margarita', 'texmex']
v50719	['filipino food', 'good food', 'lumpia shanghai', 'red horse and san miguel']
v50731	['airport', 'decent food at jfk', 'delta', 'jfk', 'restaurant']
v51138	['coffee', 'starbucks']
v51152	"[' gossip girl', ' playground', ' socialite', 'bakery', 'corned beef', 'delicatessen', 'douchebag', ""dr. brown's soda"", 'egg cream', 'food', 'jewish deli', ""katz's delicatessen"", 'knishes', 'knoblewurst', 'lower east side', 'manvfood', 'meg ryan', 'nom nom nom', 'ny institution', 'pastrami', 'pickles', 'restaurant', 'reuben', 'sandwich', 'sweet potato knish', 'tongue', 'when harry met sally']"
v51231	['cocktails', 'david chang', 'pork', 'pork buns', 'spicy rice cakes', 'steamed buns', 'trendy', 'zagat-rated']
v51237	['nan']
v51294	['great apps', 'pizza', 'wine', 'wine bar']
v51302	['beans & rice baby', 'comida']
v51304	['lunch', 'salad', 'sandwich', 'soup']
v51385	['asian', 'hotel', 'hotel bar', 'japanese', 'sake']
v51391	['catering', 'coffee', 'espresso', 'food', 'mac and cheese', 'wifi']
v51419	['nan']
v51593	['coffee', 'starbucks', 'trump building']
v51660	['atmosphere', 'br guest hospitality', 'food', 'lobster', 'post-theater', 'pre-theater', 'private room', 'raw bar', 'sea food', 'times square', 'w hotel']
v51770	['cuban', 'dinner', 'lunch']
v51776	['bagels', 'breakfast']
v51813	['baguette', 'bakery', 'bread', 'breakfast', 'brunch', 'cafe', 'coffee', 'lunch', 'organic', 'pastries', 'retail', 'salads', 'sandwiches', 'vegan', 'vegetarian']
v51911	['nan']
v51936	['otg management']
v51951	['nan']
v51967	['breakfast', 'brunch', 'burgers', 'dinner', 'lunch', 'sandwiches', 'seafood', 'smoothies', 'vegetarian']
v51969	['nan']
v52135	['nan']
v52156	['burritos', 'margaritas', 'mexican', 'nachos', 'sangria']
v52205	['coffee', 'douchbags', 'starbucks']
v52207	['nan']
v52286	['dominican']
v52287	['nan']
v52387	['barbecue', 'bbq', 'cheap', 'frozen drinks', 'happy hour', 'liquor', 'macaroni & cheese', 'margaritas', 'plantains', 'southern']
v52582	['awesome', 'bagels', 'coffee', 'sandwiches']
v52618	['chickenjoy', 'filipino food']
v52719	['burrito bowl', 'great burritos!', 'mexican', 'taco', 'tex-mex']
v52878	['brewery', 'zagat-rated']
v52963	['cigars', 'steak', 'wine']
v53029	['chinese', 'japanese']
v53070	['roti']
v53085	['shrimp']
v53169	['nan']
v53184	['nan']
v53213	['bar', 'internet', 'lounge']
v53300	['nan']
v53346	['nan']
v53814	['coffee']
v53848	['caffeine', 'coffee', 'espresso', 'wifi']
v53890	['ceviche', 'chek in..', 'fireplace', 'great cocktails', 'gym', 'laundromat', 'mega mall bengkulu', 'music', 'sshanot@yahoo.com', 'sushi', 'tanning']
v54011	['coffee']
v54032	['nan']
v54044	['beer', 'burritos', 'chips and guacamole', 'pizza (across the street)', 'tacos']
v54085	['nan']
v56006	['chelsea market', 'salads', 'soup', 'wheelchair access']
v56534	['guacamole', 'tacos', ' burritos', ' fast food', ' tex-mex']
v56548	['nan']
v56577	['chinese food', 'northeastern chinese food']
v56596	['thai']
v56624	['italian']
v56898	['coffee', 'coffee shop', 'douchebag']
v57043	['nan']
v57076	['soul food', 'vegetarian']
v57145	['diner', 'dog run', 'fried chicken', 'karaoke bar', 'play ground', 'record shop', 'ski area', 'sushi']
v57168	"[""we had the veal & ricotta meatballs tonight.  they were 9.5 out of ten.  i can't remember having a better meatball.""]"
v57263	['bakery', 'cafe', 'cakes', 'cookies', 'cupcakes']
v57268	['coffee', 'starbucks']
v57281	['bad beer selection', 'brazilian', 'cheese', 'cocktails', 'dj', 'food', 'french', 'french-african cuisine', 'good lighting', 'great drinks', 'moroccan', 'tight fit', 'world cup']
v57322	['beers', 'br guest hospitality', 'fries', 'milkshakes', 'salads', 'walk ins']
v57328	['coffee']
v57381	['burgers', 'fries', 'salad', 'wraps']
v57404	['broadway', 'city hall', 'coffee', 'douchbags', 'douchebag', 'starbucks']
v57674	['cafe', 'coffee', 'espresso', 'espresso cafe', 'espresso macchiato', 'macchiato', 'manhattan']
v57887	['chicken', 'tacos']
v57918	['pizza cheese bbq']
v58085	['arts & crafts', 'bowling alley', 'caribbean', 'dog run', 'gallery', 'harlem', 'karaoke bar', 'play ground', 'record shop', 'ski area', 'soul food', 'southern', 'vegetarian']
v58389	['pizza']
v58432	['\\banh minh\\', '\\food cart\\ \\vietnamese sandwich\\', 'banh mi sandwich', 'financial district']
v58494	['food', 'long lines', 'mtvn', 'salad bar', 'slow prices']
v58893	['nan']
v58906	['casual', 'east harlem', 'full bar', 'steakhouse']
v58944	['zagat-rated']
v59059	['chelsea', 'thai']
v59566	['capuccino', 'coffee', 'espresso', 'tea', 'wifi']
v59650	['choux', 'coffee', 'free wi-fi', 'frozen yogurt']
v59697	['nan']
v59727	['4 others', 'sake', 'sushi']
v59804	['ihop', 'jamaica']
v60031	['busy', 'chorizo', 'churros', 'crains', 'crainsny', 'gorditas', 'guacamole', 'mexican', 'tacos', 'taqueria']
v60120	['empanadas']
v60698	['nan']
v61118	['columbian', 'restaurant']
v61132	['nan']
v61168	['bbq', 'food']
v61207	['9 to 5', 'corporate', 'corporate office', 'office']
v61210	['asian cuisine', 'chinese', 'gluten free', 'gluten-free', 'sushi bar']
v61274	['amazing cocktails', 'beignet', 'brooklyn', 'brussel sprouts', 'choice eats', 'small plates']
v61285	['nan']
v61326	['frozen yogurt', 'salad']
v61329	['healthy', 'salads', 'soups', 'wraps']
v61354	['falafel', 'kosher', 'shish kebab', 'shwarma']
v64674	['burritos', 'chain', 'food', 'mexican', 'tex-mex']
v64680	['hazlenut coffee is da bomb!']
v64714	['crowds', 'family style', 'good food', 'italian', 'pizza']
v64823	['bakery', 'salads', 'sandwiches']
v64882	['nan']
v64895	['nan']
v64971	['barista', 'coffee', 'shakenicedtea', 'wifi']
v65011	['art', 'baguettes', 'bread', 'breakfast', 'brooklyn', 'chai latte', 'coffee', 'cold brew', 'croissants', 'espresso', 'fresh lemonade', 'fresh oj', 'green tea latte', 'hot chocolate', 'iced coffee', 'iced tea', 'loose leaf tea', 'mocha', 'stumptown', 'vanilla latte', 'wifi']
v65095	['nan']
v65112	['nan']
v65142	['bakery', 'coffee', 'food', 'socialite']
v65144	[' appetizers', ' beer', ' chicken', ' desserts', ' fish', ' pasta', ' salads', ' soft drinks', ' veal', ' wine', 'pizza']
v65189	['burrito', 'food cart', 'mexican', 'quesadilla', 'street food', 'tacos']
v66081	['cheese plate', 'crostini', 'food', 'italian', 'jason denton', 'wine']
v66139	['fish', 'japanese', 'sushi']
v66370	['nan']
v66697	['nan']
v66837	['absinthe', 'bar', 'boroughs', 'brunch', 'cocktails', 'delivery', 'dinner', 'donuts', 'grits', 'happy hour', 'lunch', 'regional craft brews', 'restaurant', 'ribs', 'southern', 'sticky bun', 'stumptown coffee', 'wsj urban adventurer']
v66938	['burritos', 'mexican food', 'tacos']
v66940	['mexican food', 'steak', 'steaks']
v67007	['nan']
v67049	['coffee bar', 'diner']
v67064	['restaurant', 'steakhouse']
v68004	['bbq', 'good bbq chicken']
v68070	['omusubi', 'udon']
v68216	['nan']
v68311	['nan']
v68453	[' pork', ' wine', 'pizza']
v68829	['airy', 'brunch', 'business lunch', 'champagne', 'chill vibe', 'happy hour', 'healthy', 'hot spot', 'lamb', 'unisex bathrooms']
v68935	['boutique', 'coffee', 'eco-friendly', 'great pastries', 'hipsters', 'hot baristas', 'thoughts']
v68983	['nan']
v69141	['douchebags']
v69215	['brunch', 'cocktails', 'comfort food', 'mexican', 'restaurant', 'wine']
v69265	['chinatown', 'chinese food', 'dumplings', 'food', 'noodles']
v69282	['nan']
v69521	['great reason to head to jersey!']
v69575	['brunch', 'free wifi']
v69601	['bryant', 'byrant market', 'deli', 'market']
v69745	['diner']
v69953	['kosher']
v70160	['nan']
v70246	['breakfast', 'burgers', 'chicken', 'corn dog', 'drinks', 'fries', 'happy hour', 'hot dogs', 'ice cream', 'salad', 'shakes', 'tater tots']
v70393	['noodle soup']
v70790	['burrito', 'california', 'choice eats', 'dos toros taqueria', 'mario batali', 'meat lover', 'mexican', 'quesadilla', 'taco', 'timeoutny', 'village voice', 'village voice choice eats', 'voicestreet']
v70970	['nan']
v71070	['asian', 'chinese', 'fast', 'vegitarean']
v71112	['food', 'salad', 'wraps']
v71417	['nan']
v71486	['nan']
v71579	['coffee']
v71641	['best coffee', 'cafe', 'fresh', 'italian', 'pasta', 'soup']
v71745	['douchebag']
v71905	['nan']
v71971	['sushi']
v72017	['crumbs', 'cupcake', 'cupcakes']
v72073	['brooklyn', 'cocktails', 'dj', 'foods', 'good portions', 'gossip girl', 'lounge', 'night club', 'outdoor', 'restaurant', 'sidewalk seating', 'socialite']
v72205	['Craft 2', 'Fast-Casual', 'Mexican', 'Mexican Gumbo', 'burritos', 'guacamole', 'nachos', 'quesadillas', 'queso', 'tacos']
v72207	['kosher', 'steakhouse']
v72267	['amazing burgers', 'belgian fries', 'belgian frites', 'belgian potatoes', 'best meat', 'delicious', 'fancy soda', 'food truck', 'foodtruck', 'frat boy', 'frites', 'grass-fed', 'hamburger', 'mobile', 'moving target']
v72593	['burger', 'burgers', 'five guys', 'forest hills', 'french fries', 'fries', 'hamburger', 'hamburgers', 'kosher hot dog', 'kosher hot dogs', 'woodhaven blvd', 'zagat', 'zagat survey rated', 'zagat-rated']
v72623	['nan']
v72714	['coffee', 'coffee shop', 'douchebag', 'starbuck']
v72945	['douchebag']
v73222	['bakery', 'bravo', 'bravoandy', 'brooklyn', 'clinton hill', 'coffee', 'connecticut muffin', 'muffins', 'smoothies']
v73254	['american', 'fried chicken', 'late night food', 'marrow', 'no reservations', 'oysters', 'pu pu platter', 'raw bar']
v73304	['american', 'bar', 'pub food', 'sports']
v73405	['bon appetite', 'boroughs', 'chelsea market', 'lucky magazine', 'the green table - chelsea market', 'wsj lunch box', 'wsj urban adventurer']
v73512	['bensonhurst', 'classic', 'pizza']
v73581	['nan']
v73848	['nan']
v73888	['diner', 'greasy spoon']
v74191	['coffee', 'donuts']
v74294	['appetizers', 'calzones', 'catering', 'delivery', 'heros', 'italian', 'online ordering', 'pizza', 'salads', 'table reservations']
v74407	['diner', 'food', 'restaurant']
v74450	['coffee', 'donut shop', 'donuts and food', 'nyu']
v74668	['wings. beer. sports.']
v74896	['bar', 'burrata', 'chili oil', 'decor', 'mcnally', 'nate appleman', 'new lunch spots', 'nymag', 'pizza', 'timeoutny']
v74923	['nan']
v75007	['beer', 'cafe', 'coffee', 'coffee roaster', 'counter seating', 'espresso', 'hotel', 'kid friendly', 'latte art', 'library', 'meditation', 'salads', 'sandwich', 'table seating', 'wifi', 'wine']
v75022	['coffee', 'fresh brew', 'photo both', 'starbucks']
v75029	['pastries', 'starbucks']
v75051	['cupcake']
v75206	['nan']
v75282	['coffee', 'free wi-fi', 'mall', 'nhl store', 'starbucks', 'wi-fi', 'wifi']
v75338	['nan']
v75371	['froyo', 'frozen yogurt']
v75509	['nan']
v75701	['beer', 'burgers', 'fries', 'milkshakes', 'sauces', 'shakes', 'sliders']
v75835	['coffee', 'columbus circle', 'laptops', 'radioshack', 'starbucks', 'tourists', 'wi-fi']
v75955	['nan']
v75985	['babysitter', 'kid friendly', 'patio dining', 'rice balls', 'waterfall']
v76162	['diner', 'featured on diners', ' drive-ins and dives', 'food', 'zagat-rated']
v76187	['choice eats', 'pretzels']
v76405	['gallery', 'photo booth', 'photobooth', 'theater']
v76554	['burgers', 'healthy', 'malts', 'shakes']
v76581	['bravoandy', 'pizza', 'socialite']
v76770	['coffee', 'starbucks']
v76901	['nan']
v77083	['bagels', 'cafe', 'coffee', 'sandwiches']
v77086	['bread', 'cookies', 'donuts', 'pastry']
v77199	['nan']
v77986	['nan']
v78005	['nan']
v78067	['nan']
v78081	['nan']
v78297	['starbucks']
v78422	['breakfast', 'international house of pancakes', 'pancakes', 'restaurant']
v78624	['dollar slice']
v78642	['nan']
v78902	['all you can eat', 'all you can eat sushi', 'japanese', 'prix fixe', 'sushi', 'sushi', ' seafood', ' buffet', ' good service']
v79077	['photo booth', 'pizza', 'ski area']
v79240	['forest hills', 'latin food', 'ty ku']
v79404	['israeli', ' outdoors', ' quaint']
v79541	['starbucks']
v79862	['coffee', 'donut shop']
v79880	['coffee', 'tea']
v79908	['oysters', 'raw bar', 'seafood']
v79919	['breakfast', 'burgers', 'delivery', 'dinner', 'healthy', 'low calorie', 'lunch', 'salads', 'smoothies', 'wraps']
v79997	['coffee shop']
v80350	['nan']
v80406	['good food and friendly faces.']
v80564	['ackee', 'beef patty', 'caribbean food', 'jamaican food', 'jerk chicken', 'jerk food', 'krust', 'oxtail', 'patty']
v80645	['beer', 'biscuits', 'brunch', 'local', 'organic', 'seasonal', 'sustainable', 'wine']
v80769	['french', ' pie']
v80844	['pasta', 'pizza']
v80866	['asian fusion', 'bar', 'chicken adobo', 'dinner', 'filipino', 'ice cream', 'outdoor seating', 'purple', 'soju', 'terrace']
v81096	['nan']
v81254	['danny meyer', 'gramercy park hotel', 'hiphostessnyc top pick', 'restaurant', 'roman food']
v81284	['ask to meet carol the food runner', 'great sushi']
v81357	['brooklyn']
v81383	['burger joint']
v81579	['nan']
v81616	['chambers hotel', 'david chang', 'delivery', 'homemade soda', 'large format', 'midtown', 'momofuku', 'to go']
