userid	venue_id	tips
u178067	v74896	I'm a model, you know what I mean and I do my little turn on the catwalk. On the catwalk, on the catwalk , yeah, I shake my little tush on the catwalk.
u11693	v74923	Great food and the people who work there are wonderful!
u49206	v74923	Omg, get the scallion pancake. AMAZING!!
u27297	v74923	General Tso's chicken is nice a crispy with a little touch of ginger. Yum!
u45808	v75007	Come here with Anthony Liang. Totally different experience.
u6998	v75007	On weekends you can't use laptops on the main section, but you can use them in the library upstairs or at the bar
u71236	v75007	Raviva is new but is the best - make sure to tip well!
u334	v75007	Try the Spicy Tomato Soup - #vegetarian #spicy #yum (via @Foodspotting)
u334	v75007	Best iced coffee in NYC.
u22259	v75007	NOT better than Stumptown, are you crazy?! Good vibe though for sure. Food overpriced.
u18885	v75007	One of my fave places in the city, espresso is insanely good, almost doesn't need sugar!
u334	v75007	Try the Spicy Tomato Soup - #vegetarian #spicy #yum (via @Foodspotting)
u334	v75007	Try the Spicy Tomato Soup - #vegetarian #spicy #yum (via @Foodspotting)
u205499	v75007	Hot chocolate with marshmallows is the best! Try it!
u3607	v75007	Free wifi for 1 hour with purchase. Great alternative to Starbucks.
u49206	v75007	Go to the library upstairs. It's awesome, but really hot. You need a card from the register for wifi, it's limited to 1 hour as well.
u13693	v75007	great spot to relax
u54561	v75022	The worst service ever. After waiting for my drink for 20 mins, I got a reply, \
u71312	v75029	Best Starbucks. No wait. Great baristas. Never mess up my drink.
u13999	v75029	Pay with your mobile app and leave your wallet at home!
u34386	v75029	The friendliest servers in the city
u197679	v75051	Franchise disguised as a local shop.  They're all the same.  Only a good place to eat if the weather is bad.  Pricey and rather greasy.
u33575	v75206	I have a bad feeling about this...
u47663	v75282	Very loud here I think due to the high ceilings. The sound just bounces around and echos. Don't come here to get any work done or bring noise cancelling headphones.
u26202	v75338	The don't take American Express, unfortunate.
u28925	v75371	Best frozen yogurt spot in NYC hands down. Pinkberry is so overrated.
u140970	v75371	At Phileo (formerly YogurtLand) you can choose from different flavored fro yo & add as many toppings as you want. Also they charge you by weight, not by size.
u235080	v75509	Out of state, of age, and only 1 form of ID? Have fun sippin on that soda...
u72	v75701	don't be a girl: order up a double (guinness mustard on top). and a drink on the side. and fries on the other side. what? you had a long day.
u6120	v75701	Order one more slider than you think you can actually eat. Thank me later.
u429	v75701	Guinness honey mustard. Ask for it.
u89566	v75701	Sweet little sliders and milkshakes. Get the Guinness shake and douse the sliders in chipotle ketchup. Chili cheese fries complete the meal. (4 of 4 petals via Fondu)
u96349	v75835	Coffeholic yayyy great place :)
u87874	v75835	It's true the line from 8:30-9a  can be long but they tend to overstaff then and are really good about getting everyone through fast.
u217167	v75955	Great variety of sandwiches! I got the Tuscan and it was great, huge hero.. I saved the other half for later and it was still good!!
u227401	v75985	Nj restaurant week pre fixe menu sept 18th -25th
u45249	v76162	The fat fuck at the counter with the tinted glasses is an asshole. Man needs a dick shoved up his ass.
u55825	v76162	Taylor Ham Egg & Cheese bitches!
u45249	v76162	The fat fuck at the counter with the tinted glasses is an asshole. Man needs a dick shoved up his ass.
u144266	v76162	The Diner look nice in the inside & out, the Fries they give you with a dish is HORRIBLE! btw try to get a female waitress... The male waiters are wise asses.. Specially Jimmy #Justsaying
u45249	v76162	The fat fuck at the counter with the tinted glasses is an asshole. Man needs a dick shoved up his ass.
u45249	v76162	The fat fuck at the counter with the tinted glasses is an asshole. Man needs a dick shoved up his ass.
u70202	v76162	Try the calamari with chipotle dip!
u12791	v76162	Food isn't that great. Last time coming here.
u82569	v76187	For Choice Eats, they brought mini salted pretzels, mini gruyere-smoked paprika pretzels, mini 7 chili pretzels served with whole grain mustard, honey mustard & horseradish-beet mayo. So tasty!
u82569	v76187	Must try the smoked salmon, cream cheese, and cucumber sandwich-it's #50 on Fork in the Road's \
u616	v76187	Open till 10p  Get a pretzel with cream cheese on yer way home from wherever!
u46513	v76187	The pretzel sandwiches are amazing.
u23442	v76187	pretzel with cream cheese or honey mustard! yummy!
u59796	v76187	Great iced coffee and greAt service!
u59796	v76187	best iced coffee in town
u59796	v76187	Amazing coffee. Strongest in the city and Im a coffeeholic
u836	v76187	The salmon sandwich is perfect. Nom nom nom.
u6088	v76405	Foursquare special is standard pricing, not actually a special.
u28032	v76554	Hands down the best 'fast food' burger you'll ever eat. I'll be back.
u18596	v76554	Fire roasted veggie burger is tasty! And fries are must have, too.
u33575	v76581	Yummo Panko breadcrumbs under the crust!!!!
u8051	v76581	AVOID if possible. This pizza spot is overpriced and underwhelming, persisting by drunk patrons alone.
u25807	v76770	Longest line in the world filled with college students. Basically it's the daytime version of Williamsburg or the LES - just substitute alcohol for caffeine.
u29320	v76770	Not really that great if you don't have an NYU meal plan to spend, but it's so close to campus it's hard to turn down for convince sake.
u197679	v76770	Closed on Saturdays and Sundays in the summer.
u216811	v76770	probably the rudest workers you'll encounter. The prices seem to vary by day
u125639	v76770	Try the Very Berry Coffee Cake - Pretty good... But it's Starbucks :\/ (via @Foodspotting)
u217394	v76770	All Xmas latte flavors (caramel brûlée, gingerbread, pumpkin spice) are sooooo good!!!
u129	v76770	This tip was brought to you by the electrical outlet here that works.
u68295	v76770	They have holiday pastries now!
u195788	v76770	Big a big smile you always have better service :D
u226566	v76770	It's run by NYU so no Starbucks card purchases or free wifi (you have to be an NYU student.)
u40642	v76770	There is no FREE wi-fi here. What's up with that?
u33463	v76901	Strawberry Surf Rider all the way!
u33463	v76901	There's a 'Secret Menu' with awesome drinks like 'Pink Starburst' and 'Chocolate Covered Strawberry'. They're both awesome!
u28925	v76901	Order Pink Starburst. One of the many flavors from the secret menu.
u125665	v77083	low fat veggie cream cheese on an everything bagel slammin
u17435	v77083	it's all about balance and this place gets it right. get a sandwich and the ratio of \
u82569	v77086	We recommend making your next sandwich with Orwasher's beer bread, especially for those unwilling to crack open a brew during their lunch break.
u193062	v77086	Got some Sufganiyot here for my boss, looked so good couldn't pass them up, a little pricey but were a huge hit at work, yummy as can be of course too.
u193062	v77086	they make a mean hot apple cider during the winter, hits the spot
u22829	v77199	The frozen yogurt is pretty good.
u9253	v77986	Portions are enormous so order well
u17435	v77986	get the dough flakes with chicken broth. do not bother with the seafood soup. overall, this place gets a C in my book.
u18406	v78005	I left this place, they served me rotten meat, grotesque!!!
u14842	v78005	Two.words. Crackling chicken.
u28925	v78067	Babaganoush is babababangin here. The owner was really nice too.
u51971	v78067	I always try to have something different, but the goat cheese salad is just too good!
u9253	v78067	No coffee here :-(
u42214	v78081	Try the fettuccine with salmon. It's delicious. Their service is very friendly and amazingly fast.
u103216	v78081	Been searching for olive tapenade for a long time. Finally I found they serve it here with your bread in a tomato paste. A wonderful pairing up. Great with a dry white wine.
u26168	v78297	Some of the employees are amazing. Some.
u16028	v78422	The pumpkin pancakes are DELICIOUS!
u50730	v78624	$1 pizza.  Perfect drunk food.
u36721	v78624	They sell Hookahs and shisha!
u78141	v78642	Great fish and one of my favorite brunch places. Also has Jazz on Tuesdays and Wednesdays.
u30998	v78902	A new addition is their Vegetarian and Pork & Vegetable Gyoza & Shumai in a machine in the heart of the restaurant's dining area. Don't miss it! Try all four kinds served in it!
u38272	v78902	Be very careful with raw seafood (crab, oyster) sometimes they're not fresh.
u231094	v79077	Best Pizza in 5 Boroughs hands down! The only people that disagree are the cheapskates!
u121273	v79077	Exceptional thin crust pizza!
u153770	v79077	Worth the trip!
u169728	v79077	Best on pizza on staten Island however but don't come for ten bucks off!
u54405	v79077	Try the vodka pie - amazing!
u28196	v79240	Best of the 3 locations in New York. Prepare yourself for large portions and lots of salsa music. The red sangria is a must, by the pitcher, it's sweeter that way ;)
u36551	v79240	Churrasco (skirt steak) was delicious - drinks were tasty, strong and reasonably priced and the appetizer chicken wings were great.
u243558	v79240	great place, great food and really helpful and friendly waitresses and hostesses...
u247274	v79404	Best coffee for a cold sunday morning
u953	v79404	Outdoor tables for sunny day. Sandwiches n pastries
u35591	v79541	Its like everyone here has never been to an sbux before. Damn tourists!
u87874	v79541	Agree that the morning is always slammed. Great that they finally have someone out expediting orders for the line.  Makes all the difference.
u2442	v79541	if you are looking for a starbucks for their bathrooms, don't go to this one. not sure how or why, but they actually do not have bathrooms for customers.
u116122	v79862	Donuts are made on site and are often more fresh than at other Dunkin Donuts in the neighborhood.  The morning crew on the weekend is extremely friendly and will remember your order.
u116122	v79862	If you get the veggie flatbread, ask for it extra toasted - when they send it through the toaster just once it isn't quite enough.
u111137	v79880	Worst service. I am wondering why they are wearing Starbucks uniform.
u226771	v79908	Happy hour! Shrimp corndog and lobster slider!
u15416	v79908	Killer Sunday happy hour 4-7pm.
u21038	v79908	Awesome (and large) lobster roll, great staff!
u24772	v79908	Ask to sit in Kevin's section.  He is the best server!
u43388	v79908	try the Kushi
u27404	v79919	Expensive (especially considering the healthier, more appropriate portions), but super noms.
u72170	v79919	Breakfast wraps are pretty tasty and filling and only $3.26 (incl. tax) right now. Thai Chicken Wrap & Ostrich burger are also satisfying. Smoothies = not worth the calories\/points.
u23621	v79919	If you like waiting a long time for your food, Energy Kitchen is the place to be.
u49206	v79919	Sit at one of the couches and you can steal the starbucks wifi. It's awesome.
u196154	v79919	always coming here for the bison burgers.  delicious.  Also awesome breakfast burritos.
u20714	v79919	Try the Tex-Mex wrap. Very good.
u196173	v79919	Really good food, friendly and courteous staff!
u196173	v79919	Just had the chicken fajita wrap, pretty good. And the best part it only had 384 cal.
u77887	v79919	What, they went to hunt that bison to Alaska?
u66227	v79919	Bison egg wrap is pretty good. Just needs some hot sauce.
u134523	v79997	Totally disagree with slow service comments. I'm here every single morning and they are always moving it!
u61424	v80350	WOW... You need to try Two Moms In The RAW Organic Blueberry Granola - Freakin' Amazing!
u24915	v80406	mini cucumber cream cheese sandwich is a great snack
u87874	v80564	The two patty special is a winner every time and a pineapple soda goes great with the spicy patty.
u616	v80645	Brunch here is great.  Whatever you do, get the biscuits and the honey butter.  (and maybe a side order of bacon)
u82569	v80645	Village Voice is excited to have Northern Spy Food Co. at the 2012 ChoiceEats food fest!  Full list of restaurants here: http:\/\/ow.ly\/8QjDQ
u24436	v80645	best brunch in the hood - definitely get the biscuits w\/ homemade jam to start, slow whisked scrambled eggs with bacon, and the deliciously fresh green salad. top it off with a cucumber mint spritzer!
u19732	v80645	They sell all sorts of locally made products like @liddabit sweets and early bird granola. Get em!
u82569	v80645	Can't go wrong with the Sunday dinner special, and might I recommend the chicken thigh sandwich?
u44309	v80645	Hey ask me to clear my plate 20 times. I feel really welcome. Thanks! Good food tainted tacky, hover-y service.
u25152	v80645	They chill their Gamay!!!!!!!!!
u44739	v80645	Sunday Supper special. You'll leave stuffed!
u89566	v80645	Awesomely fresh food. Kale salad is a must. Buttermilk biscuits w apple butter and pork sticky rolls are addictive. Wash it all down w a shandy. Must return for lamb burger. (4 of 4 petals via Fondu)
u256098	v80645	Be sure to try a Spy Cup.
u3744	v80645	Try the Slow Whisked Scrambled Eggs (via @Foodspotting)
u34434	v80645	The strawberry-rhubarb seltzer is wonderful! Same flanked are in the Honeymoon in Red cocktail, also good.
u16255	v80645	Not on the menu but order the cucumber mint spritzer for brunch
u181940	v80645	Love the food, hate the wine tumblers and wait attitude
u953	v80645	Unimpressed with the chicken-egg sandwich.
u18993	v80769	Warm blueberry muffins are clutch.
u49343	v80769	Steak sandwich - baguette was nice and fresh, steak was a little dry.  Fries were cold.
u34476	v80844	TERRIBLE FOOD. You might get lucky and get a hair in your pizza.
u183355	v80844	Keep walking! DON'T STOP. Eff this place. And check my tips - I'm never this upset to give negative review. Bunch of lazy ass, rude, crooks!
u82569	v80866	This Choice Eats attendee in 2010 brought Tocino (sugar-achuete cured pork) sliders in purple yam rolls with grated green mango and Chicken\/Pork adobo skewers.
u47769	v80866	Not a place you want to go if you want authentic Filipino cuisine
u27682	v81096	Where are the burritos?
u82569	v81254	Anything with poached eggs is mind-blowingly delicious at this cafe!
u1509	v81254	Holy smokes the baked goods are nom-nom-nom delicious. Not to be missed.
u13880	v81254	Sit at the bar on the far left, watch the room. For breakfast I recommend the eggs in spicy tomato sauce. It will wake you right up.
u5347	v81254	Impacable food, impecable service. Have to come back to try suckling pig.
u5183	v81254	The pork with crackling is in the top 3 \
u23793	v81254	Get everything! Seating at the bar if the resto is full, make sure to put your name in though to be added to the roster. Very accommodating and delicious food!
u196154	v81254	The Roman Trattoria of the moment.  Danny Meyer never ceases to amaze with stellar food and the best service standard in New York City.  Peppered chicken on Arugula. So simple, so good.
u24873	v81254	Try the Americitriana - Amazing! Spicy eggs and tomato sauce (via @Foodspotting)
u175941	v81254	The maialino pork was very disappointing. It came with a side of hash browns. Yes, hash browns. Next.
u29831	v81254	Actually preferred Brunch to any other meal here!
u103741	v81254	One of the best Italian restaurants in Manhattan - amazing cochinillo!
u23134	v81254	A really good Panino Indiavolato!
u54949	v81254	They have excellent coffee! Sit at the communal table\/bar. Enjoy the view of the park. Extremely nice staff (servers and hostesses alike)!!!
u38701	v81284	The presentation of the oysters and sashimi sampler are unreal! Check them out.
u16769	v81284	One of the best tasting menus in the city. Can't go wrong with the crispy asparagus, oriental salad or sliced kobe beef.Their green tea crepe is outstanding.
u104	v81357	This place is for real. Just get the Cubano sandwich and you'll know what I mean.
u6741	v81357	The seafood soup. Seriously.
u68409	v81383	It's all about the 7 oz. burgers.  Get a classic combo or go crazy w\/ the toppings.  Waffle fries & shakes hit the spot too!  Open until 1:30 am on the weekends! - MichelleC.tv
u21380	v81579	OVERPRICED, last time i bought real food, made me sick
u82569	v81616	Try the classic bistro salad frisée aux lardons. Break the egg so that the lemon yellow yolk flows out, and mix it all together into a smoky, sticky mess. It's probably the best salad of the year.
u72	v81616	go really hungry and get the pork ribs (so salty!), fried cauliflower (whoa! i am a fan of cauliflower once again) and the corn (to balance the two sides). you'll probably take some of it home
u82569	v81616	The Village Voice voted this Best Tripe in our Best Of New York Poll!
u2839	v81616	Ribs were excellent, but portions small for \
u72	v81616	to drink, the lady should order up a seven spice sour and the gentleman, bull in the heather (you can't go wrong with the mix of glenrothes, absinthe and honey)
u73138	v81616	yumm. must. go. now
u1771	v81616	Go with a group so you can say, \
u232655	v81616	Get the vegetarian tofu summer rolls as an appetizer. They are light and tasty.
u125665	v81695	they have a pumpkin pancake for fall itssss spook yummy n breakfast served ALL day ;)
u13999	v81766	They have hot pre-made soups so you don't have to wait in line. It's to the right after you enter.
u73774	v81766	You can't go wrong w\/ the soup & sammy combo. Upsize the soup for a buck!
u116296	v81766	this is it
u48682	v81771	Don't miss the gnochi with spinach
u45830	v81816	If you sit here long enough you'll get drunk via osmosis
u154689	v81976	Brunch or dinner. Doesn't matter. It's always amazing.
u21920	v81976	Try the Stracciatella - #vegetarian #brunch #killingit (via @Foodspotting)
u154689	v81976	See my full review & photos here: http:\/\/bit.ly\/RomansBK
u9686	v81976	Michael is the best server! Love this place. Everything is good
u28925	v81990	Get the Pad See Ew! They throw in some Korean flavor with the galbi and mango kimchi goodness! The pad thai is really good too with a yolky poached egg on top for you to mix around!
u50377	v81990	Pad see ew with green mango kimchi
u28925	v81990	Pad see ew with a Korean twist: Galbi and Mango Kimchi! What! So good!
u38456	v81990	Very bad service. At one point, the ENTIRE crew just sat to eat together!! We had to work hard to get their attention for some service, and when the waitress came, she treated us as we disturbed her.
u147510	v82051	atmosphere is off the hook!!
u47830	v82254	Egg white english muffin and tuna salad with a wheat bagel is good for gym rats looking to get a protein fix.
u19408	v82328	??????????????The best (and most underrated) soup dumplings in NYC, big juicy and cheap as hell.
u178106	v82328	very generous quantity
u43293	v82328	Get here early for first dibs at a highly-coveted table for Taiwanese breakfast. Don't leave without soup dumplings, and lots of them.
u34460	v82328	Best dumplings and chinese breakfast fare I've had in NYC. I feel like im back home in california. *_* (4 of 4 petals via Fondu)
u49922	v82419	The 2 for 1 margarita special only applies to the small normal margaritas, no special flavors.
u30685	v82419	I've had several parties here and we never leave disappointed. And it's quiet enough to hear your conversation!
u68370	v82441	Paul, the store manager, is awesome!
u17238	v82634	Lamb is my fav.which is a hit or miss sometimes. Tender or tough... Go in and sit the service is decent and they have a flat screen with the latest bollywood music hits.  The portions are big too.
u17238	v82634	Best Indian in the neighborhood or the only one.
u257034	v82660	Finish everything or get yelled at (speaking from experience)
u68595	v82660	Decent quality... They yell at you if you don't finish everything. And if they think you are initially over ordering they use their own judgement on what to actually bring you ! -_-
u20178	v83038	Don't expect the employees to talk to you. If I worked here I'd hate my life too.
u26197	v83182	Pepperoni and hot pepper pizza is the best!
u26197	v83182	The pepperoni and hot pepper combo is awesome!
u260093	v83925	Excellent food!
u235080	v83925	This place pretends to be a Jersey diner.
u261090	v84006	Very slow staff whent there to eat and it was empty not a regular busy night and it took me more 5 min to get a table I just walk away.
u43127	v84088	Overall: meh. Relatively expensive for what you get.
u19863	v84088	Their Martinis are great. Just had their lobster BLT...yum.
u109481	v84091	Go there for happy hour. 1\/2 Price Drafts, well booze and Appetizers. Tuesdays Happy hour is all night, and they have other specials Wed, and Thursday. Get in there!!
u261843	v84091	Half off appetizers are awesome! I always get their delicious calamari and mussels. Their drinks are pretty good as well like the lychee or white gummy bear martinis.
u33330	v84145	No liquor license at the \
u145041	v84145	Get there early on a Sunday..they don't take reservations but the wait is well worth it!
u38363	v84368	Really good fewd, if your new to thai fewd, deff go for the \
u22719	v84394	Awesome all you cant eat sushi, seafood, and steak. They also have an unlimited dessert bar! Approx $18 lunch, $30 dinner, add a little more for weekends. Can't miss deal!
u38431	v84394	The Spicy Salmon roll is tasty, too!
u38431	v84394	The Miami roll is really good!
u24511	v84770	Heaping helping of sweet potato fries is awesome. Just beware--the buffalo chicken sandwich is drenched in buffalo sauce.
u20714	v84770	Breakfast combo #1. Can't go wrong with bacon + eggs.
u27460	v84770	California Wrap is great.
u95346	v84891	Only White Castle I've seen without the bulletproof glass at the counter. Classy!
u82569	v84910	They brought soft cheesecake with blueberry compote, oranges and passionfruit foam, and mini cupcakes (Green Tea, Coffee, Coconut, and Mocha) to Choice Eats- sweet and delicious!
u14716	v84910	The Eskimo dessert and mocha cupcakes with hot ovaltin
u953	v84910	Nice new Vietnamese tea n ice cream place. My 1st NYC apt is upstairs.
u78275	v84910	Macarons are perfection, try the Oreo and Red Velvet. Coconut Tahitian cupcake is  delish too!
u202698	v84910	Thai ice tea creme brulee is awesome!
u49805	v84910	Come with a small group of friends and order the Omakase - a complete sampler of all their tapas, cookies, and ice creams for only $50!
u11466	v84910	They should be playing A.N.Jell in the background. Or the equivalent crooning Asian boy band.
u2621	v84910	They are changing their menu this week.  I hope the coconut crema is still around afterwards!
u5503	v84972	Split the fries. You won't finish them unless... You're a giant or dinasour
u109529	v85008	Worth the drive from Jersey City, better than Brownstone in every way!
u70380	v85008	The chili is good it makes you poop. The good poop not the bad poop.
u125639	v85041	Try the Enchiladas Rancheras - Woah... Mushroom enchiladas. So good!  (via @Foodspotting)
u7034	v85302	Have the mochi for dessert. Fantastic. 3 pieces.
u70388	v85776	Large coffee with Half & Half and NO SUGAR! (I insist on raw, unprocessed sugar from the office)
u25662	v85776	If you come here enough, they remember your exact order. And their sandwiches are DELICIOUS.
u49805	v85776	Try their grilled cheese - simple, delicious, and foolproof :)
u43081	v86029	Don't leave without trying their milkshakes!
u51468	v86029	Their fry sauce is chipotle mayo for those at home. The burger sauce is great on everything. And get your burger crunchified.
u11418	v86029	It's no Fuddruckers. Not really impressed...
u39953	v86029	The Dallas burger is something special. Great mix of flavors...crunchified, of course!
u52256	v86029	Try the Lousiana Burger - Crunchified - Nice smokey flavor - Spice Crust, Pepper Jack Cheese, Tasso Ham, Spicy Remoulade Hot Sauce (via @Foodspotting)
u227224	v86029	burger 'specials'
u98138	v86041	Every time I get the french onion soup, pate that comes with cornichon, and lamp chops. Lamp chops are so amazing.
u15275	v86116	Some of the most beautiful (and delicious) Japanese food you'll ever eat.
u24915	v86116	impeccable sushi.  love all the apps..miso soup w\/ lobster...scallop sushi plus anything fresh that day. top 5 sushi spot in city (maybe even top 3)
u134511	v86116	My new favorite Japanese place. West Village, innovative, uber fresh dishes, nigiri, rolls, sashimi..WOW. Spectacular.
u124076	v86160	If you work at a neighborhood business you receive 10% off!
u6318	v86184	Add beets to any juice you drink. They are sweet enough that you probably won't notice and hella healthy. (I heard)
u232265	v86184	Try the chocolate chimp. 180-320 calories. Super delishh!
u232265	v86184	Try their two piece bikini in chocolate. Yummmmy! (Includes fat burner)
u34355	v86184	I love the Acai drink under \
u85270	v86250	Get there before the teens fill it up.
u84875	v86250	Follow on twitter: @LENETHEVOICE
u38005	v86250	Yell at Ed. Happy New Year.
u15947	v86269	Accidental double checking but love the Zen grn tea
u147509	v95612	Not sure what other guy was saying, but this place is definitely NOT kosher.
u147509	v95612	Be extra nice to the Pakistani guy who runs the place and he may just give you an extra donut.
u143828	v95645	Free wifi! Yay!
u133092	v95645	The best vegetarian item is the energy wrap, sans the turkey!
u132803	v95645	The goat cheese omelette is really good, as well as the spicy chicken wrap. They just renovated and it seems to be under new management. It's taking some getting used to. Like waitress service? Weird.
u11315	v95744	Really small restaurant. If you go there during the lunch rush, the food is delicious, but they're kinda anxious to move butts in and out of there as fast as they can.
u50246	v96499	Friendly staff but long lines. Free wifi is a nice perk but its slow.
u7461	v96499	Hector was here. Check out the www.hectorlatteproject.com
u46030	v96499	Passion Iced Tea Lemonade is where it's at.
u25735	v96751	You can add a generous portion of fresh avocado to your burger for only a dollar!
u117498	v96751	The burgers are great! Event food for vegetarians.  Try the tofu sandwich.
u143431	v96751	ERIN get a shake and fries too. For old times sake!
u29301	v96751	BlackShack Burger with cheese, Cajun fries, and a Chocolate soda... Perfect.
u205455	v96751	Western Burger all the way
u31971	v96914	Dear hipsters, glam jockeys, wannabe CA In-n-Out poseurs: get off the line at Shake Shack and come here instead. The burgers are 99% as good and no wait. You FOOLS!
u143431	v96914	Pickles are sweet pickles and grilled onions are 50 cents extra.
u6103	v96914	Try the Tostada Salad (via @Foodspotting)
u116122	v96914	Disappointing experience. Was it that hard to not put onions on my disappointing burger?
u143431	v96914	They open at 11 just a heads up. Almost as good as shake shack.
u209553	v96914	for those of use who don't have the time or money for shake shack, great burgers at affordable prices
u88785	v97287	Don't let the name \
u88785	v97287	Ask for the aqua de Jamaica, its superb
u120838	v97287	Unbelievable guacamole and the mushroom tacos are amazing.  Best bang for your buck in the neighborhood.
u49297	v97287	$12 for 3 ok-ish tacos, no hard liquor license... I'm afraid this place won't last.
u88785	v97287	Dont Miss out on the AGUAs FRESCAS! they are super refreshing
u86003	v97705	This place is GHETTO!  No ATM the employees are RUDE.  All around NAS-TAY!
u9962	v97712	Stick 2 basics here
u215956	v98332	They now do heated wraps and can toast your bagels!
u215956	v98332	First egg-nog latte of the season :-)
u215956	v98332	Staff here are great!
u27297	v98465	A great find off the heavily trafficked path in Times Square.
u36865	v98465	Eat somewhere else. Overpriced. Not amazing.
u201	v98472	order a Mythos, some saganaki and grilled octopus - almost in Greece!
u1562	v98607	They always have (world) football on the TV. Much appreciated!
u24873	v98624	Try the Pear And Blackberry Tart - Nom nom nom dessert  (via @Foodspotting)
u24873	v98624	Try the Pan Seared Salmon With Lentils - Entree option. Please excuse the flash (via @Foodspotting)
u24873	v98624	Try the Maple's Mark - Nom. Eileen Ng agrees. (via @Foodspotting)
u1010	v98639	If you come here as often as I do the staff memorizes your usual stuff. They are really great! Love this Starbucks!
u29211	v98639	Great, great staff. Always filled with annoying tourists but the best Starbucks to go to if you're forced into Times Square because of work.
u57146	v98639	Dont come on 10 min breaks, youll never get your fix fast enough :P
u29211	v98639	Seriously amazing weekday morning crew!!
u225642	v98702	Pizza is actually good here
u1296	v98967	The ham and cheddar biscuits are a perfect snack, and there's Stumptown coffee.
u7599	v98967	Avocado toast is delicious. Get it with hard boiled eggs if soft eggs aren't your thing.
u2720	v98967	Lobster salad sandwich @ Willowtown Spring Fair. Good times.
u62189	v99044	They have the best calamari and the six o'clock fried rice dish...amazing.
u33989	v99369	Hainanese chicken is very solid.
u34460	v99369	Pretty standard malaysian\/thai fare. Nothing really special in Chinatown. (2 of 4 petals via Fondu)
u48997	v99369	Malaysian Chow Fun is outstanding!!
u25438	v99369	Great seafood laksa and calamari. Slow and unorganized service.
u29193	v99454	Bacon and pepperoni slice. Do this thing
u29193	v99454	Vegie slice piled high with deliciousness
u106855	v99558	immerse yourself in this mediterranean fare, breaded fried liver, feta cigarettes among other turkish nom noms
u27648	v99804	Get either a plain, Sicilian, or grandma slice with fresh chicken and tomatoes on top
u27648	v99804	Get the plain slice and ask for chicken and tomato on top. Seriously the best slice in nyc
u54393	v99849	Come by and have any of your favorite drinks made by yours truly. Teehee.
u33560	v99849	take  a walk along the water front
u1342	v99849	Say thank you & vote for \
u51971	v99849	Stopped in for chocolate milk post run and they were all out. So they made me one from scratch on the house! Thanks sbux!
u98753	v99891	Best place in town to get egg sandwiches.  Real eggs, fried on a skillet.  Not nuked like bagel smash.
u33560	v99891	Need to recharge? There's a power outlet behind the chips rack.
u33560	v99891	Great bagel selection! They have everything from standard stuff like Sesame and Poppy to Black Russian, Sundried Tomato, Oat Bran to Jalapeño bagels.
u33560	v99891	There's an Elvis impersonator in Hoboken who likes to go here in the mornings. Tell him \
u33560	v99891	Lines get really long on the weekends.
u197679	v99891	Chicken Cutlet on a hero
u3095	v100422	Don't get the \
u26060	v100704	Try the Wheatgrass Spritzer.
u134644	v100986	Happy hour 4-7 $3 Beer,$5 Wine and $6 Cocktail :))
u97363	v100986	6-7, $3 Belvedere cocktails, $6 Belvedere martinis. AWESOME fried calamari!
u97363	v100986	Really cool bartender!
u60211	v101591	good craft beer selection
u16261	v101591	Visited on a Saturday night, it wasn't too busy and the staff where friendly and helpful
u66463	v101692	I don't see what the fuss is about with this restaurant. Roger, my server, was free prompt. Refills, asking about the entree, food delivery. He didn't upsell but still good. The food was great!
u15925	v101692	I had a nice time, food was good.
u66463	v101692	Fastest service I've seen from this Ihop to date. Nye was great! I'll be back again. ^_^
u14203	v101692	Can be very crowded, even at odd hours.  Waited 20 minutes for a table at 3pm.
u1338	v101792	Literally some of the best Mexican food in the city. Tacos are great and the tortas are amazing. If you're feeling adventurous, go for the lengua.
u107530	v101967	The fondue is pretty awesome. This is what's left.
u11466	v101967	Vegan... organic... fair trade...? If it's chocolatey and delicious I don't need to know the rest.
u91387	v102017	Get the typical platter! Has all the goods
u43084	v102157	Excellent hand rolls; great service; solid reputation
u37235	v102157	The best Sushi in The Bronx
u173861	v102278	try their cajun fries!!!!
u32447	v102886	Crab Cake, Bone in Ribeye & The Belvenie, neat.....Superb!!!
u60285	v102886	Gotta have the banana bread pudding!!
u2972	v102886	The Jack Daniels bread pudding is quite good
u55911	v102886	Wifi Password is \
u231094	v102886	Top notch!
u33818	v102886	Ask for Justin or Dan as your server! Excellent Service!
u7076	v102886	I am a big fan of their burger. However, if you like it medium, order it medium rare. They're half a grade off usually.
u152611	v103337	Filet. Get it medium. No need for ANY condomints. Best piece I've eaten in years
u130312	v103337	Everything we had was good.  Fries were extremely salty though.
u78151	v103535	I love their pasta fagiole!
u20706	v104003	Very expensive. Cross the street and go to cafe latte.
u196154	v104003	If you are looking for a splurge night in Harlem, come here.  Great menu, great spot for a date.
u80718	v104003	On my to-do list... strong coffee and an individual chocolate mousse cake...yummy!
u11075	v104512	i always get the squash tofu. when kabucha squash is in season, it is the best lunch ever!
u235647	v104512	Get Yuba(Tofu Skin) as an appetizer!! Also, luv the dinner combination or a fish and 2 healthy side dishes!! :)
u7224	v105023	Short stack pancakes with ham and home fries. Mmmm.
u190646	v105077	The best meatballs I've ever had...ever. Sorry grandma.
u15397	v105077	The most classic Italian in downtown NYC.  Order one of everything.
u334	v105077	Try the Cannoli - #Italian #dessert #sinful (via @Foodspotting)
